Call Sign,Radio Service Code,License Holder,FRN,Sprint Equivalent,Block,MHz,POPs,MHz-POPs,License Effective,License Expires,Pending Applications,Tribal License,Lease ID,Lessee Name,Lessee Sprint Equivalent,Lease Commenced,Lease Expires,License Contact,License Email,License Phone
WLX805,ED,BOARD OF TRUSTEES UNIV OF CINCINNATI,0014999767,No,D,22.5,1955893,44007592,06/12/2019,06/08/2025,No,No,L000022049,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,06/08/2025,Office of the General Counsel,board.trustees@uc.edu,(513)556-3233
WLX804,ED,TEXAS STATE TECHNICAL COLLEGE WACO,0007113061,No,C,22.5,301051,6773648,10/23/2020,02/18/2023,No,No,L000040347,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,02/18/2023,Sharon Foster,contractadmin@tstc.edu,(956)364-4023
WLX797,ED,WEST GEORGIA RESA,0007225022,No,A,22.5,410549,9237352,03/08/2013,02/09/2023,No,No,L000002384,"Clearwire Spectrum Holdings II, LLC",Yes,09/08/2007,02/09/2023,"Rachel Spates, Executive Director",rspates@garesa.org,(770)583-2528
WLX801,ED,HALLETTSVILLE INDEPENDENT SCHOOL DISTRICT,0008365884,No,A,22.5,72781,1637572,04/09/2013,02/05/2023,No,No,L000042251,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,02/05/2023,JO ANN BLUDAU,,(361)798-2242
WLX803,ED,"Clarendon Foundation, Inc.",0006054613,No,D,22.5,2141344,48180240,03/28/2018,02/18/2023,Yes,No,L000001640,"American Telecasting Development, LLC",Yes,01/04/2007,02/18/2023,Evan Jones,evan@clarendon.tv,(801)417-9599
WLX812,ED,ADA PUBLIC SCHOOLS,0001690148,No,C,22.5,70770,1592325,03/15/2013,03/10/2023,No,No,L000005170,"Fixed Wireless Holdings, LLC",Yes,10/23/2021,03/10/2023,"Pat Harrison, Superintendent",harrisonp@adapss.com,(580)310-7200
WLX802,ED,LINDSAY INDEPENDENT SCHOOL DISTRICT,0007066467,No,D,22.5,290193,6529342,05/15/2013,06/04/2023,No,No,L000005166,CLEARWIRE SPECTRUM HOLDINGS LLC,Yes,01/10/2009,06/04/2023,"Nora Curry, Superintendent",ncurry@lindsayisd.org,(940)668-8923
WLX807,ED,"North American Catholic Educational Programming Foundation, Inc.",0006686018,No,A,22.5,285019,6412928,01/29/2020,03/10/2023,No,No,L000005709,"Clearwire Spectrum Holdings II, LLC",Yes,08/08/2009,03/10/2023,Mr. John Primeau,jprimeau@nacepf.net,(401)934-1100
WLX813,ED,"North American Catholic Educational Programming Foundation, Inc.",0006686018,No,A,22.5,677933,15253492,01/29/2020,03/10/2023,No,No,L000005703,"Clearwire Spectrum Holdings II, LLC",Yes,08/08/2009,03/10/2023,Mr. John Primeau,jprimeau@nacepf.net,(401)934-1100
WLX808,ED,Clearwire Spectrum Holdings III LLC,0018399998,Yes,G,22.5,278818,6273405,09/27/2021,03/10/2023,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WLX817,ED,Educational Broadband Corp.,0015570633,No,G,22.5,245947,5533808,03/22/2013,03/25/2023,No,No,L000009364,"WISPER, LLC",No,03/21/2012,03/25/2023,Thomas P. Farrell,farrell.tom.p@gmail.com,(317)603-6000
WLX814,ED,Clearwire Spectrum Holdings III LLC,0018399998,Yes,B,22.5,468119,10532678,10/21/2021,03/10/2023,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WLX820,ED,BELMONT UNIVERSITY,0001774314,No,D,22.5,377958,8504055,05/28/2013,03/25/2023,No,No,L000003389,"Clearwire Spectrum Holdings II, LLC",Yes,02/09/2008,03/25/2023,Jason Rogers,jason.rogers@belmont.edu,(615)460-6611
WLX822,ED,PENNSYLVANIA HOSPITAL TELEVISION NETWORK,0007884471,No,C,11.0,4908052,53988572,07/30/2013,07/16/2023,Yes,No,L000038668,"Fixed Wireless Holdings, LLC",Yes,10/23/2021,07/16/2023,"MICHAEL A. SUCHANICK, COO OF HAP",,(717)561-5349
WLX815,ED,ABOR FOR ARIZONA STATE UNIVERSITY,0004255329,No,B,22.5,1979269,44533552,10/22/2021,03/16/2023,No,No,L000046083,Clearwire Spectrum Holdings III LLC,Yes,04/06/2022,03/16/2023,"Nathan Corwin, Executive Director",Nathan.Corwin@asu.edu,(480)965-2701
WLX819,ED,Educational Broadband Corp.,0015570633,No,A,22.5,270495,6086138,03/17/2017,03/25/2023,No,No,L000042392,"TDI Acquisition Sub, LLC",Yes,10/26/2021,03/25/2023,Thomas P. Farrell,farrell.tom.p@gmail.com,(317)603-6000
WLX824,ED,"Delaware Valley Educational Telecommunications Network, Inc.",0007885205,No,A,11.5,4147857,47700356,08/17/2016,03/22/2023,No,No,L000002633,"Clearwire Spectrum Holdings II, LLC",Yes,01/05/2008,03/22/2023,Francis DiSanti,,(610)660-1506
WLX825,ED,"Hispanic Information and Telecommunications Network, Inc.",0006620348,No,C,11.5,4908052,56442598,03/27/2013,03/22/2023,No,No,L000020074,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,03/22/2023,"JOSE LUIS RODRIGUEZ, PRESIDENT",,(212)966-5660
WLX816,ED,"INSTRUCTIONAL TELECOMMUNICATIONS FOUNDATION, INC.",0006672034,No,D,22.5,4419297,99434182,03/26/2013,03/16/2023,No,No,L000000889,"Clearwire Spectrum Holdings II, LLC",Yes,08/24/2006,03/16/2023,John Schwartz,schwartz@usa.net,(303)532-2853
WLX818,ED,Educational Broadband Corp.,0015570633,No,B,22.5,245947,5533808,04/28/2015,03/25/2023,No,No,L000042391,"TDI Acquisition Sub, LLC",Yes,10/26/2021,03/25/2023,Thomas P. Farrell,farrell.tom.p@gmail.com,(317)603-6000
WLX821,ED,Union Star R-II School District,0015655475,No,C,22.5,172342,3877695,04/12/2013,03/25/2023,No,No,L000001700,"Clearwire Spectrum Holdings II, LLC",Yes,02/06/2007,03/25/2023,"Rick Calloway, Superintendent",rcalloway@usr2.com,(816)593-2294
WLX823,ED,"Fixed Wireless Holdings, LLC",0010490498,Yes,D,22.5,5403767,121584758,09/27/2021,03/23/2023,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WLX829,ED,"UNIVERSITY OF MARYLAND, COLLEGE PARK",0007208515,No,C,22.5,677078,15234255,03/26/2013,03/23/2023,No,No,L000043692,"WBSY Licensing, LLC",Yes,06/12/2021,03/23/2023,"Marty Ronning, Assistant Director",cronning@umd.edu,(301)405-4899
WLX828,ED,NATIONAL CONFERENCE ON CITIZENSHIP,0006106371,No,D,22.5,93101,2094772,11/14/2018,03/31/2023,No,No,L000042414,"WBSY Licensing, LLC",Yes,12/12/2020,03/31/2023,"Sterling Speirn, CEO",sspeirn@ncoc.org,(202)601-7096
WLX833,ED,Clearwire Spectrum Holdings III LLC,0018399998,Yes,B,22.5,659484,14838390,02/13/2022,04/12/2023,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WLX827,ED,"The Learning Paradigm, Inc.",0006842280,No,A,22.5,290090,6527025,11/10/2020,03/31/2023,No,No,L000040049,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,03/31/2023,George W. Bott,Topper1A1@aol.com,(585)964-9121
WLX830,ED,"ROCKNE EDUCATIONAL TELEVISION, INC",0006644009,No,G,22.5,370381,8333572,11/14/2020,04/02/2023,No,No,L000040150,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,04/02/2023,George W. Bott,TOPPER1A1@AOL.COM,(585)964-9121
WLX831,ED,NATIONAL CONFERENCE ON CITIZENSHIP,0006106371,No,D,11.5,1723047,19815040,11/14/2018,04/02/2023,No,No,L000042420,"WBSY Licensing, LLC",Yes,12/12/2020,04/02/2023,"Sterling Speirn, CEO",sspeirn@ncoc.org,(202)601-7096
WLX835,ED,BLUE VALLEY UNIFIED SCHOOL DISTRICT #384,0007109077,No,C,22.5,143099,3219728,04/12/2013,04/15/2023,No,No,L000032828,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,04/15/2023,"Brady Burton, Superintendent",bburton@usd384.org,(785)293-5256
WLX832,ED,THE SCHOOL BOARD OF MARION COUNTY,0001802131,No,G,22.5,676478,15220755,05/23/2013,04/09/2023,No,No,L000041492,"NSAC, LLC",Yes,10/26/2021,04/09/2023,Scott Hansen,scott.hansen@marion.k12.fl.us,(352)671-7775
WLX838,ED,Evangeline Parish School Board,0007656895,No,C,22.5,245504,5523840,04/09/2013,04/21/2023,No,No,L000000440,"FIXED WIRELESS HOLDINGS, LLC",Yes,10/23/2021,04/21/2023,John Deranger,john.deranger@epsb.com,(337)363-5527
WLX834,ED,"The School Board of Okaloosa County, FL",0001802065,No,B,22.5,283204,6372090,11/12/2013,10/02/2023,No,No,L000038658,"Fixed Wireless Holdings, LLC",Yes,10/23/2021,10/02/2023,Paul McNeeley,paul.mcneeley@mail.okaloosa.k12.fl.us,(850)833-3537
WLX836,ED,LAREDO COMMUNITY COLLEGE,0007645997,No,B,22.5,271229,6102652,04/18/2013,04/20/2023,No,No,L000006053,CLEARWIRE SPECTRUM HOLDINGS LLC,Yes,12/19/2009,04/20/2023,Eleazar González,elegon@laredo.edu,(956)721-5142
WLX844,ED,ASSUMPTION HIGH SCHOOL,0017569765,No,C,22.5,301964,6794190,03/18/2021,04/27/2023,No,No,No active leases,N/A,N/A,N/A,N/A,Assumption Parish Schools,superintendent@assumptionschools.com,(985)369-7251
WLX843,ED,DALLAS FT WORTH HOSPITAL COUNCIL,0007053978,No,D,6.0,3240079,19440474,04/25/2013,04/26/2023,No,No,L000002236,CLEARWIRE SPECTRUM HOLDINGS LLC,Yes,07/12/2007,04/26/2023,W. STEPHEN LOVE,slove@dfwhc.org,(972)719-4900
WLX845,ED,PERRY PUBLIC SCHOOLS,0017348350,No,A,22.5,132284,2976390,06/20/2013,04/30/2023,No,No,L000003716,"Fixed Wireless Holdings, LLC",Yes,10/23/2021,04/30/2023,Allen Scott Chenoweth - Supt.,schenoweth@perry.k12.ok.us,(580)336-4511
WLX840,ED,"ROCKNE EDUCATIONAL TELEVISION, INC",0006644009,No,G,22.5,823855,18536738,11/14/2020,04/23/2023,No,No,L000008888,"Krisar, Inc.",No,10/21/2011,04/23/2023,George W. Bott,Topper1A1@aol.com,(585)964-9121
WLX837,ED,"OKALOOSA PUBLIC SCHOOLS FOUNDATION, INC.",0007480254,No,C,22.5,283204,6372090,11/12/2013,10/02/2023,No,No,L000038657,"Fixed Wireless Holdings, LLC",Yes,10/23/2021,10/02/2023,Paul McNeeley,paul.mcneeley@mail.okaloosa.k12.fl.us,(850)833-3537
WLX850,ED,ALL SAINTS EPISCOPAL SCHOOL,0007609522,No,A,22.5,456848,10279080,05/07/2013,04/30/2023,No,No,L000017784,"PEX Networks, LLC",No,12/02/2015,04/30/2023,"Crissy Huffman, CFO",chuffman@all-saints.org,(903)579-6000
WLX842,ED,STEWARTSVILLE C-II SCHOOL DISTRICT,0008107765,No,B,22.5,172342,3877695,05/20/2013,04/23/2023,No,No,L000001701,"Clearwire Spectrum Holdings II, LLC",Yes,02/06/2007,04/23/2023,SUPERINTENDENT,,(816)669-3792
WLX848,ED,SCOTT COUNTY BOARD OF EDUCATION,0008190654,No,G,22.5,820903,18470318,06/07/2013,04/30/2023,No,No,L000002199,"NSAC, LLC",Yes,10/26/2021,04/30/2023,SHEILA SETSER,SHEILA.SETSER@SCOTT.KYSCHOOLS.US,(502)863-3663
WLX852,ED,GLASCOCK COUNTY SCHOOLS,0016114100,No,B,22.5,328370,7388325,04/25/2013,04/30/2023,No,No,No active leases,N/A,N/A,N/A,N/A,"James Holton, Jr.",,(706)598-2291
WLX841,ED,EUREKA COLLEGE,0004280996,No,G,22.5,541045,12173512,05/20/2013,04/23/2023,No,No,L000017193,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,04/23/2023,Marc Pasteris,mpasteris@eureka.edu,(309)467-6306
WLX846,ED,Greene County High School,0016159238,No,A,22.5,248264,5585940,06/11/2021,04/30/2023,No,No,L000043072,"TDI Acquisition Sub, LLC",Yes,10/26/2021,04/30/2023,"Dr. Cory Jones, Superintendent",cjones@greene.k12.al.us,(205)372-3109
WLX839,ED,LOUISVILLE MIDDLE SCHOOL,0007626641,No,C,22.5,522486,11755935,04/12/2013,04/22/2023,No,No,L000000243,"FIXED WIRELESS HOLDINGS, LLC",Yes,10/23/2021,04/22/2023,Renee B. Weeks,weeksr@jefferson.k12.ga.us,(478)625-7626
WLX851,ED,"North American Catholic Educational Programming Foundation, Inc.",0006686018,No,C,22.5,784805,17658112,01/29/2020,04/30/2023,No,No,L000000922,"Clearwire Spectrum Holdings II, LLC",Yes,08/25/2006,04/30/2023,Mr. John Primeau,jprimeau@nacepf.net,(401)934-1100
WLX854,ED,MORRISONVILLE COMMUNITY UNIT SCHOOL DISTRICT #1,0007096944,No,G,22.5,391049,8798602,06/04/2013,04/30/2023,No,No,L000009740,"Rhino Communications, Inc.",No,07/17/2012,04/30/2023,Jerry Wesley,jwesley@ga.mohawks.net,(217)526-4431
WLX849,ED,YALE PUBLIC SCHOOLS,0007109218,No,G,22.5,137890,3102525,08/08/2013,04/30/2023,No,No,L000039704,"@LINK SERVICES, LLC",No,09/24/2019,04/30/2023,"Steve Shanks, Superintendent",,(918)387-2434
WLX856,ED,MORGAN COUNTY MIDDLE SCHOOL,0007549645,No,D,22.5,266269,5991052,04/24/2013,04/30/2023,No,No,L000041399,"WBSY Licensing, LLC",Yes,04/16/2020,04/30/2023,"Dr. Ralph Bennett, Jr., Supt.",,(706)752-4600
WLX853,ED,NEW HOME INDEPENDENT SCHOOL DISTRICT,0007057342,No,C,22.5,35999,809978,04/24/2013,04/30/2023,No,No,L000022735,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,04/30/2023,"LELAND ZANT, SUPERINTENDENT",lzant@esc17.net,(806)924-7542
WLX855,ED,COMFORT INDEPENDENT SCHOOL DISTRICT,0007054653,No,D,22.5,101118,2275155,04/18/2013,04/30/2023,No,No,L000002453,"NSAC, LLC",Yes,10/26/2021,04/30/2023,SUPERINTENDENT,,(830)995-6400
WLX866,ED,SoniqWave Networks LLC,0028951531,No,D,22.5,375570,8450325,06/22/2021,05/13/2023,No,No,No active leases,N/A,N/A,N/A,N/A,Henry Brennan,regulatory@soniqwave.com,(248)645-1483
WLX860,ED,TEXAS STATE TECHNICAL COLLEGE WACO,0007113061,No,A,22.5,211064,4748940,10/23/2020,05/05/2023,No,No,L000040346,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,05/05/2023,Sharon Foster,contractadmin@tstc.edu,(956)364-4023
WLX862,ED,WRENS MIDDLE SCHOOL,0007187651,No,A,22.5,511656,11512260,04/24/2013,05/07/2023,No,No,L000001755,"Fixed Wireless Holdings, LLC",Yes,10/23/2021,05/07/2023,Renee B. Weeks,weeksr@jefferson.k12.ga.us,(478)625-7626
WLX863,ED,BLACK HILLS STATE UNIVERSITY,0009795097,No,D,22.5,149284,3358890,05/28/2013,05/07/2023,No,No,L000043701,Clearwire Spectrum Holdings III LLC,Yes,06/24/2021,05/07/2023,,,(605)642-6576
WLX865,ED,The Curators of the University of Missouri,0002511491,No,D,22.5,57901,1302772,09/27/2017,05/13/2023,No,No,No active leases,N/A,N/A,N/A,N/A,Scott Flick,scott.flick@pillsburylaw.com,(573)882-9200
WLX861,ED,HEARD COUNTY SCHOOL SYSTEM,0003814068,No,B,22.5,375545,8449762,04/01/2013,04/07/2023,No,No,L000041042,"WBSY Licensing, LLC",Yes,03/12/2020,04/07/2023,SUPERINTENDENT,,(706)625-1578
WLX864,ED,"Views on Learning, Inc.",0006035380,No,A,22.5,474197,10669432,01/14/2020,05/07/2023,No,No,L000009884,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,05/07/2023,Les Turner,licensing@viewsonlearning.org,(574)254-0814
WLX872,ED,SOUTH DAKOTA SCHOOL OF MINES & TECHNOLOGY,0007650062,No,B,22.5,149284,3358890,06/04/2013,05/13/2023,No,No,L000004175,"Independent Spectrum Rapid City, LLC",No,12/19/2008,05/13/2023,Timothy G. Henderson,tim.henderson@sdsmt.edu,(605)394-2371
WLX869,ED,LINCOLN UNIFIED SCHOOL DISTRICT #298,0002332633,No,D,22.5,16449,370102,02/25/2014,05/13/2023,No,No,L000043891,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,05/13/2023,Brenda White,white@usd298.com,(785)524-4436
WLX870,ED,"THE NORTHERN ARIZONA UNIVERSITY FOUNDATION, INC.",0005024237,No,D,22.5,1057354,23790465,07/21/2015,05/13/2023,Yes,No,L000000273,CLEARWIRE SPECTRUM HOLDINGS LLC,Yes,11/17/2005,05/13/2023,Cheryl Heitz,cheryl.heitz@nau.edu,(928)523-3711
WLX873,ED,"Views on Learning, Inc.",0006035380,No,C,22.5,226492,5096070,01/14/2020,02/02/2026,No,No,L000007028,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,02/02/2026,Les Turner,licensing@viewsonlearning.org,(574)254-0814
WLX867,ED,Newton County Board of Commissioners,0001822634,No,G,22.5,266048,5986080,05/21/2016,05/13/2023,No,No,L000039632,Paladin Wireless LLC,No,09/10/2019,05/13/2023,Jody Nolan,jody.nolan@covington-newton911.com,(678)342-5326
WLX871,ED,EAST TEXAS CHRISTIAN ACADEMY,0007109531,No,B,22.5,456848,10279080,05/23/2013,05/18/2023,Yes,No,L000017783,"PEX Networks, LLC",No,12/02/2015,05/18/2023,"Mike Richardson, TechnologyDirector",miker@etca.org,(903)561-8642
WLX868,ED,Gallatin R-V School District,0011302049,No,D,22.5,172605,3883612,06/07/2013,05/13/2023,No,No,L000001715,"Clearwire Spectrum Holdings II, LLC",Yes,02/10/2007,05/13/2023,"Dennis Croy, Superintendent",dcroy@gallatin.k12.mo.us,(660)663-2171
WLX878,ED,UNIVERSITY OF SOUTHERN INDIANA,0008190647,No,C,22.5,538068,12106530,05/15/2013,05/18/2023,No,No,L000002358,"NSAC, LLC",Yes,10/26/2021,05/18/2023,Mark Rozewski,mrozewski@usi.edu,(812)464-1849
WLX874,ED,"The Source For Learning, Inc.",0004063491,No,C,22.5,2337095,52584638,01/05/2018,05/18/2023,No,No,L000000284,"NSAC, LLC",Yes,10/26/2021,05/18/2023,Lynn M. Rejniak,LRejniak@sflinc.org,(703)860-9200
WLX877,ED,CARTHAGE R-9 SCHOOL DISTRICT,0005647466,No,C,11.0,240106,2641166,06/12/2015,05/18/2023,No,No,L000016555,"AirCanopy Internet Services, Inc.",No,06/16/2015,05/18/2023,Dr. Blaine Henningsen,henningsenb@carthage.k12.mo.us,(417)359-7000
WLX880,ED,UNIVERSITY OF SOUTHERN INDIANA,0008190647,No,A,11.5,538068,6187782,05/15/2013,05/18/2023,No,No,L000002359,"NSAC, LLC",Yes,10/26/2021,05/18/2023,Mark Rozewski,mrozewski@usi.edu,(812)464-1849
WLX881,ED,UNIVERSITY OF SOUTHERN INDIANA,0008190647,No,A,11.0,538068,5918748,05/15/2013,05/18/2023,No,No,L000002360,"NSAC, LLC",Yes,10/26/2021,05/18/2023,Mark Rozewski,mrozewski@usi.edu,(812)464-1849
WLX882,ED,LOGAN MUNICIPAL SCHOOL,0008363442,No,C,22.5,8310,186975,08/16/2013,05/27/2023,No,No,L000010877,"Plateau Telecommunications, Inc.",No,08/24/2013,05/27/2023,,,(575)487-2252
WLX886,ED,Clearwire Spectrum Holdings III LLC,0018399998,Yes,G,22.5,102800,2313000,10/21/2021,05/26/2023,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WLX876,ED,LAMAR R-1 SCHOOL DISTRICT,0002491926,No,D,22.5,140784,3167640,12/04/2013,05/18/2023,No,No,L000043095,"WBSY Licensing, LLC",Yes,03/10/2021,05/18/2023,DR. DENNIS WILSON,dwilson@lamar.K12.mo.us,(417)682-3527
WLX879,ED,CARL JUNCTION R-1 SCHOOL DISTRICT,0002491264,No,B,22.5,304175,6843938,07/24/2013,05/18/2023,No,No,L000022822,"AirCanopy Internet Services, Inc.",No,12/10/2016,05/18/2023,PHIL COOK,pcook@cj.k12.mo.us,(417)649-7026
WLX875,ED,MONETT R-1 SCHOOL DISTRICT,0006601017,No,G,22.5,305700,6878250,07/25/2013,05/18/2023,No,No,L000043663,"WBSY Licensing, LLC",Yes,06/02/2021,05/18/2023,Brad Hanson,bhanson@MONETT.K12.MO.US,(417)235-7422
WLX883,ED,"THE NORTHERN ARIZONA UNIVERSITY FOUNDATION, INC.",0005024237,No,G,22.5,545031,12263198,07/21/2015,05/27/2023,Yes,No,L000002651,"NSAC, LLC",Yes,10/26/2021,05/27/2023,Cheryl Heitz,cheryl.heitz@nau.edu,(928)523-3711
WLX885,ED,NEW RIEGEL LOCAL SCHOOL DISTRICT,0007096795,No,B,22.5,428525,9641812,05/20/2013,05/26/2023,No,No,L000011477,W.A.T.C.H. TV Company,No,03/08/2014,05/26/2023,Mrs. Elaine Nye,NR_SUPT@NOECA.OHIO.GOV,(419)595-2266
WLX888,ED,JEFFERSON COUNTY BOARD OF EDUCATION,0007666431,No,G,5.5,704234,3873287,05/23/2013,05/28/2023,No,No,L000003688,"Independent Spectrum West Virginia, LLC",No,04/26/2008,05/28/2023,Susan K. Wall,swall@access.k12.wv.us,(304)728-9741
WLX887,ED,"Fixed Wireless Holdings, LLC",0010490498,Yes,B,22.5,541045,12173512,02/14/2022,05/21/2023,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WLX894,ED,CENTRAL CATHOLIC HIGH SCHOOL FNDTN,0009337072,No,A,22.5,123663,2782418,04/25/2013,05/12/2023,No,No,L000031161,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,05/12/2023,Karen Robison,cchsdev@yahoo.com,(308)382-5499
WLX884,ED,JEFFERSON COUNTY BOARD OF EDUCATION,0007666431,No,G,6.0,704234,4225404,05/23/2013,05/28/2023,No,No,L000003689,"Independent Spectrum West Virginia, LLC",No,04/26/2008,05/28/2023,Susan K. Wall,swall@access.k12.wv.us,(304)728-9741
WLX890,ED,Independent School District No. 6 of Noble County,0007099187,No,B,22.5,133224,2997540,07/16/2013,05/26/2023,No,No,L000041224,"TDI Acquisition Sub, LLC",Yes,10/26/2021,05/26/2023,"Jay Vernon, Supt.",,(580)724-3341
WLX893,ED,Board of Regents of the University of Nebraska,0023597818,No,A,22.5,83836,1886310,09/11/2018,01/29/2024,No,No,L000031839,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,01/29/2024,"Andrew Buker, Exec Dir, Infra Svcs",abuker@nebraska.edu,(402)554-2175
WLX891,ED,HASTINGS CATHOLIC SCHOOLS,0009336777,No,B,22.5,121801,2740522,04/25/2013,05/12/2023,No,No,L000031173,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,05/12/2023,"Rev. Thomas Brouillette, Supt",Fr.Tom-Brouillette@cdolinc.net,(402)462-2105
WLX904,ED,SILVER LAKE UNIFIED SCHOOL DISTRICT #372,0002334936,No,B,22.5,222206,4999635,05/15/2014,06/14/2023,No,No,L000045900,"Clearwire Spectrum Holdings II, LLC",Yes,02/10/2022,06/14/2023,Tim Hallacy,thallacy@silverlakeschools.org,(785)582-4026
WLX892,ED,ARGONIA USD #359,0007093313,No,C,22.5,29095,654638,05/28/2013,06/02/2023,No,No,L000001960,"NSAC, LLC",Yes,10/26/2021,06/02/2023,"Julie Dolley, Superintendent",jdolley@argonia359.org,(620)435-6311
WLX897,ED,BOLING INDEPENDENT SCHOOL DISTRICT,0001671726,No,G,22.5,211064,4748940,05/28/2013,06/10/2023,No,No,L000031048,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,06/10/2023,Cherry Page,cpage@bolingisd.net,(979)657-2772
WLX907,ED,LEMOYNE-OWEN COLLEGE,0013718721,No,C,22.5,1275670,28702575,08/12/2013,06/21/2023,No,No,L000000198,"FIXED WIRELESS HOLDINGS, LLC",Yes,10/23/2021,06/21/2023,"Johnnie B. Watson, LL.D., President",,(901)435-1675
WLX905,ED,LIMA CITY SCHOOLS,0006857809,No,G,22.5,324855,7309238,10/19/2021,06/17/2023,No,No,L000013166,W.A.T.C.H. TV Company,No,09/05/2014,06/17/2023,Superintendent,notices@corp.watchcomm.net,(419)996-3400
WLX906,ED,JESSAMINE COUNTY BOARD OF EDUCATION,0004245965,No,B,22.5,820569,18462802,07/02/2013,06/21/2023,No,No,L000001971,"NSAC, LLC",Yes,10/26/2021,06/21/2023,"Ms. Lu Young, Superintendent",Lu.young@jessamine.kyschools.us,(859)885-4179
WLX916,ED,MARIPOSA COUNTY UNIFIED SCHOOL DISTRICT,0008543597,No,B,22.5,226492,5096070,07/25/2013,07/09/2023,No,No,L000045272,"Clearwire Spectrum Holdings III, LLC",Yes,11/06/2021,07/09/2023,Aaron Rosander,arosander@mariposa.k12.ca.us,(209)742-0250
WLX908,ED,BISHOP T. GORMAN SCHOOL,0007661861,No,C,22.5,456679,10275278,06/13/2013,06/30/2023,No,No,L000017782,"PEX Networks, LLC",No,12/02/2015,06/30/2023,"JAMES P. FRANZ, PRINCIPAL",jfranz@bishopgorman.net,(903)561-2424
WLX915,ED,KNIPPA INDEPENDENT SCHOOL DISTRICT,0007914195,No,C,22.5,49909,1122952,06/26/2013,07/09/2023,No,No,L000002454,"NSAC, LLC",Yes,10/26/2021,07/09/2023,ASST SUPERINTENDENT,danb@knippa.k12.tx.us,(830)934-2176
WLX914,ED,CLARK COUNTY BOARD OF EDUCATION,0008261885,No,A,22.5,820903,18470318,06/26/2013,07/09/2023,No,No,L000001737,"NSAC, LLC",Yes,10/26/2021,07/09/2023,Superintendent,,(859)744-4545
WLX903,ED,SILVER LAKE PUBLIC SCHOOLS,0009336744,No,C,22.5,83847,1886558,06/07/2013,06/14/2023,No,No,L000031159,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,06/14/2023,Mel Crowe,,(402)756-6611
WLX900,ED,WARNER SCHOOL DISTRICT,0002429371,No,B,22.5,45809,1030702,05/31/2013,06/14/2023,No,No,L000024236,"Northern Valley Communications, L.L.C.",No,05/17/2017,06/14/2023,"Kirk Easton, Superintendent",kirk.easton@k12.sd.us,(605)225-6397
WLX920,ED,MARION COUNTY R-II SCHOOL,0002511061,No,B,22.5,96726,2176335,11/06/2013,07/09/2023,No,No,L000024270,Mark Twain Communications Company,No,05/31/2017,07/09/2023,Superintendent,dhoenes@marion.k12.mo.us,(573)439-5913
